Brand;Model;FullSpeed;FullAcceleration;FullHandling;FullNitro;FullUpgrade;FullCommon;FullRare;FullEpic;FullImport;FullStar1;FullStar2;FullStar3;FullStar4;FullStar5;FullStar6;FullBlueprint;FullEvo;ToInstallSpeed;ToInstallAcceleration;ToInstallHandling;ToInstallNitro;ToInstallUpgrade;ToInstallCommon;ToInstallRare;ToInstallEpic;ToInstallImport;ToUnblock;ToGold
Nilu27;Nilu;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"935 Dragonforce Edition";;;;;;;;;;;;;;;;;;;;;;;;;;;
Rimac;"Nevera R";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ares;Panther;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ferrante Design";Elytron;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"12 Cilindri";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Huracán Sterrato";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;C11;1;;1;;1;;1;;1;;;;;;1;;;;;;;;;;;;
Porsche;"919 Street";;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"917 Living Legend";;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"918 Spyder Asphalt Edition";1;;1;;1;;1;;1;;1;;;;1;1;;;;;;;;;;;
Porsche;"911 GT3 R rennsport";;;;;;;;;1;;1;;;;1;1;;;;;;;;;;;
