"Brand";"Model";"Stars";"GameUpdate";"CarOrder";"StatOrder";"Level";"Epic";"Evo";"SettingClass"
"Lamborghini";"Huracán Sterrato";"5";"48";"99";"99";"6";"0";"0";"class-d"
"Mercedes-Benz";"C11";"6";"48";"26";"99";"3";"0";"0";"class-s"
"Porsche";"919 Street";"6";"48";"99";"99";"8";"4";"0";"class-a"
"Porsche";"917 Living Legend";"5";"48";"99";"99";"6";"5";"0";"class-b"
"Porsche";"911 GT3 R rennsport";"5";"48";"50";"99";"10";"1";"0";"class-c"
"Porsche";"918 Spyder Asphalt Edition";"6";"48";"13";"99";"8";"14";"0";"class-s"
"Audi";"R18 E-Tron Quattro 2012";"6";"49";"99";"99";"0";"0";"0";"class-s"
"Audi";"R8 LMPI 2000";"6";"49";"99";"99";"0";"0";"0";"class-s"
"Audi";"R8 Coupé V1O Performance Quattro";"5";"49";"99";"99";"0";"0";"0";"class-c"
"Bentley";"Speed 8";"6";"49";"99";"99";"0";"0";"0";"class-a"
"Chevrolet";"Corvette Grand Sport 4th of July Edition";"6";"49";"99";"99";"0";"0";"0";"class-a"
"Ginetta";"Akula";"6";"49";"99";"99";"0";"0";"0";"class-b"
"TVR";"Cerbera Speed 12";"6";"49";"99";"99";"0";"0";"0";"class-s"
